qName	blockSizes	CostaRica/01/2020	CostaRica/02/2020	Spain/Albacete-COV003776/2020	Spain/Madrid_H12_2309/2020
r7791s1p8142	289	0	0	0	0
r7792s1p15806	289	0	0	0	0
r7793s1p16582	290	0	0	0	0
r7794s1p31215	246	0	0	0	0
r7795s1p17643	291	0	0	0	0
r7796s1p2962	248	0	0	0	0
r7797s1p3993	291	0	0	0	0
r7798s1p15034	290	0	0	0	0
r7799s1p7389	291	0	0	0	0
r7800s1p12074	291	0	0	1	0
r7801s1p7220	289	0	0	1	1
r7802s1p4863	289	0	0	0	0
r7803s1p1387	288	0	0	0	0
r7804s1p17936	290	0	0	0	0
r7805s1p2912	290	0	0	0	0
r7807s1p2602	292	0	0	0	0
r7808s1p15942	175	0	0	0	0
r7809s1p30354	287	0	0	0	0
r7810s1p25319	143	0	0	0	0
r7811s1p26073	178	0	0	0	0
r7812s1p16379	291	0	0	0	0
r7813s1p7188	290	0	0	1	1
r7814s1p4666	289	0	0	0	0
r7815s1p15745	289	0	0	0	0
r7816s1p17290	290	0	0	0	0
r7817s1p11030	289	0	0	0	0
r7818s1p2595	292	0	0	0	0
r7820s1p26952	289	0	0	0	0
r7821s1p15769	289	0	0	0	0
r7822s1p8042	290	0	0	0	0
r7823s1p13046	264	0	0	0	0
r7824s1p10187	291	0	0	0	0
r7825s1p29717	289	0	0	0	0
r7826s1p27736	290	0	0	0	0
r7827s1p4413	289	0	0	0	0
r7828s1p10271	292	0	0	0	0
r7829s1p860	289	0	0	0	0
r7830s1p12085	291	0	0	1	0
r7831s1p21669	291	0	0	0	0
r7832s1p16932	291	0	0	0	0
r7834s1p27563	290	0	0	0	0
r7835s1p6154	290	0	0	0	0
r7836s1p6978	142	0	0	0	0
r7837s1p29515	288	0	0	0	0
r7838s1p16780	291	0	0	0	0
r7839s1p18372	288	0	0	0	0
r7840s1p9233	222	0	0	0	0
r7841s1p12867	144	0	0	0	0
r7842s1p2486	292	0	0	0	0
r7844s1p501	133	0	0	0	0
r7845s1p4220	288	0	0	0	0
r7846s1p28863	289	0	0	0	0
r7847s1p7530	291	0	0	0	0
r7848s1p27828	290	0	0	0	0
r7849s1p6447	290	0	0	0	0
r7850s1p18894	289	0	0	0	0
r7851s1p4722	288	0	0	0	0
r7852s1p9303	290	0	0	0	0
r7853s1p7929	289	0	0	0	0
r7854s1p30830	290	0	0	0	0
r7855s1p6527	289	0	0	0	0
r7856s1p2641	291	0	0	0	0
r7857s1p5356	290	0	0	0	0
r7858s1p29456	287	0	0	0	0
r7859s1p2223	292	0	0	0	0
r7860s1p13496	290	0	0	0	0
r7861s1p21420	284	0	0	0	0
r7862s1p1184	291	0	0	0	0
r7864s1p29286	289	0	0	0	0
r7865s1p10670	291	0	0	0	0
r7866s1p3618	289	0	0	0	0
r7867s1p13626	290	0	0	0	0
r7868s1p13349	290	0	0	0	0
r7869s1p10034	289	0	0	0	0
r7870s1p23538	193	0	1	1	1
r7871s1p15232	289	0	0	0	0
r7872s1p27572	290	0	0	0	0
r7873s1p26673	291	0	0	0	0
r7874s1p30145	288	0	0	0	0
r7875s1p22261	293	0	0	0	0
r7876s1p9867	289	0	0	0	0
r7877s1p24549	289	0	0	0	0
r7878s1p2250	291	0	0	0	0
r7879s1p7258	290	0	0	1	1
r7880s1p18684	289	0	0	0	0
r7881s1p2113	291	0	0	0	0
r7882s1p6056	289	0	0	0	0
r7883s1p19642	290	0	0	0	0
r7884s1p26409	155	0	0	0	0
r7885s1p23605	146	0	1	1	1
r7886s1p8620	289	0	0	0	0
r7887s1p12589	289	0	0	0	0
r7888s1p11636	290	0	0	0	0
r7889s1p24794	290	0	0	0	0
r7890s1p8363	290	0	0	0	0
r7891s1p30742	290	0	0	0	0
r7892s1p14041	290	0	0	0	0
r7893s1p3762	291	0	0	0	0
r7894s1p6958	143	0	0	0	0
r7895s1p1064	290	0	0	0	0
r7897s1p30535	287	0	0	0	0
r7898s1p956	289	0	0	0	0
r7899s1p29653	288	0	0	0	0
r7900s1p13802	291	0	0	0	0
r7901s1p8135	289	0	0	0	0
r7902s1p30482	284	0	0	0	0
r7903s1p29108	289	0	0	0	0
r7904s1p24294	293	0	0	0	0
r7905s1p6500	290	0	0	0	0
r7906s1p17229	291	0	0	0	0
r7907s1p9456	205	0	0	0	0
r7908s1p19106	289	0	0	0	0
r7909s1p4209	289	0	0	0	0
r7910s1p3758	291	0	0	0	0
r7911s1p11375	289	0	0	0	0
r7912s1p28315	289	0	0	0	0
r7913s1p16039	178	0	0	0	0
r7914s1p10595	291	0	0	0	0
r7915s1p16107	176	0	0	0	0
r7916s1p8248	289	0	0	0	0
r7917s1p17205	291	0	0	0	0
r7918s1p26430	155	0	0	0	0
r7919s1p18360	289	0	0	0	0
r7920s1p31180	280	0	0	0	0
r7921s1p12140	290	0	0	1	0
r7922s1p10445	290	0	0	0	0
r7923s1p2327	293	0	0	0	0
r7924s1p6989	142	0	0	0	0
r7925s1p10298	292	0	0	0	0
r7926s1p26792	290	0	0	0	0
r7927s1p27630	289	0	0	0	0
r7928s1p4571	290	0	0	0	0
r7929s1p25680	230	0	0	0	0
r7930s1p26698	290	0	0	0	0
r7931s1p960	289	0	0	0	0
r7932s1p29352	291	0	0	0	0
r7933s1p8312	291	0	0	0	0
r7934s1p14177	291	0	0	0	0
r7935s1p25883	60	0	0	0	0
r7936s1p23672	146	0	1	1	1
r7937s1p9761	286	0	0	0	0
r7938s1p8344	290	0	0	0	0
r7939s1p9570	195	0	0	0	0
r7940s1p30352	287	0	0	0	0
r7941s1p27408	289	0	0	0	0
r7942s1p23919	289	0	0	0	0
r7943s1p6204	289	0	0	0	0
r7944s1p18336	288	0	0	0	0
r7945s1p8190	290	0	0	0	0
r7946s1p15527	288	0	0	0	0
r7947s1p14564	289	0	0	0	0
r7948s1p26107	185	0	0	0	0
r7949s1p15508	289	0	0	0	0
r7950s1p3946	292	0	0	0	0
r7951s1p806	289	0	0	0	0
r7952s1p15476	290	0	0	0	0
r7953s1p30387	286	0	0	0	0
r7954s1p14067	290	0	0	0	0
r7955s1p17172	289	0	0	0	0
r7956s1p25724	187	0	0	0	0
r7957s1p29367	290	0	0	0	0
r7958s1p15676	289	0	0	0	0
r7959s1p17793	290	0	0	0	0
r7960s1p3582	289	0	0	0	0
r7961s1p24881	290	0	0	0	0
r7962s1p14310	291	0	0	0	0
r7963s1p11043	290	0	0	0	0
r7964s1p3260	220	0	0	0	0
r7965s1p12604	289	0	0	0	0
r7966s1p4018	291	0	0	0	0
r7967s1p4444	290	0	0	0	0
r7968s1p7856	291	0	0	0	0
r7969s1p6414	291	0	0	0	0
r7970s1p8861	289	0	0	0	0
r7971s1p25436	180	0	0	0	0
r7972s1p9907	290	0	0	0	0
r7973s1p18906	288	0	0	0	0
r7974s1p2821	290	0	0	0	0
r7975s1p12416	289	0	0	0	0
r7976s1p25290	142	0	0	0	0
r7977s1p18794	289	0	0	0	0
r7978s1p10353	293	0	0	0	0
r7979s1p21680	291	0	0	0	0
r7980s1p6557	288	0	0	0	0
r7981s1p10329	292	0	0	0	0
r7982s1p2751	291	0	0	0	0
r7983s1p10828	289	0	0	0	0
r7984s1p16099	177	0	0	0	0
r7985s1p13236	290	0	0	0	0
r7986s1p16464	292	0	0	0	0
r7987s1p24865	291	0	0	0	0
r7988s1p20513	290	0	0	0	0
r7989s1p30077	290	0	0	0	0
r7990s1p12407	289	0	0	0	0
r7991s1p30435	283	0	0	0	0
r7992s1p21951	289	0	0	0	0
r7993s1p21276	198	0	0	0	0
r7994s1p20528	290	0	0	0	0
r7995s1p21962	288	0	0	0	0
r7996s1p12438	287	0	0	0	0
r7997s1p13243	291	0	0	0	0
r7998s1p31183	277	0	0	0	0
r7999s1p22182	291	0	0	0	0
r8000s1p22294	292	0	0	0	0
r8001s1p2648	292	0	0	0	0
r8002s1p20548	271	0	0	0	0
r8003s1p27258	288	0	0	0	0
r8004s1p22731	290	0	0	0	0
r8005s1p10596	291	0	0	0	0
r8006s1p514	145	0	0	0	0
r8007s1p13126	291	0	0	0	0
r8008s1p14895	292	0	0	0	0
r8009s1p22239	292	0	0	0	0
r8010s1p17561	291	0	0	0	0
r8011s1p17251	290	0	0	0	0
r8012s1p15379	290	0	0	0	0
r8013s1p14320	290	0	0	0	0
r8014s1p11468	289	0	0	0	0
r8015s1p21869	288	0	0	0	0
r8016s1p15528	289	0	0	0	0
r8018s1p8970	219	0	0	0	0
r8019s1p22602	290	0	0	0	0
r8020s1p768	289	0	0	0	0
r8021s1p30089	289	0	0	0	0
r8022s1p6586	288	0	0	0	0
r8023s1p21572	291	0	0	0	0
r8024s1p14050	291	0	0	0	0
r8025s1p15529	289	0	0	0	0
r8026s1p5319	291	0	0	0	0
r8027s1p7899	290	0	0	0	0
r8028s1p16466	292	0	0	0	0
r8029s1p26453	154	0	0	0	0
r8030s1p13099	290	0	0	0	0
r8031s1p2242	291	0	0	0	0
r8032s1p3946	292	0	0	0	0
r8033s1p19922	290	0	0	0	0
r8034s1p22128	292	0	0	0	0
r8035s1p13898	292	0	0	0	0
r8036s1p3015	196	0	0	0	0
r8037s1p20804	147	0	0	0	0
r8038s1p10903	289	0	0	0	0
r8039s1p13909	291	0	0	0	0
r8042s1p22734	290	0	0	0	0
r8043s1p5708	169	0	0	0	0
r8044s1p18600	289	0	0	0	0
r8045s1p19273	289	0	0	0	0
r8046s1p22473	288	0	0	0	0
r8047s1p1024	290	0	0	0	0
r8048s1p14658	291	0	0	0	0
r8049s1p26400	154	0	0	0	0
r8050s1p6550	289	0	0	0	0
r8051s1p16228	288	0	0	0	0
r8052s1p25311	143	0	0	0	0
r8053s1p17583	291	0	0	0	0
r8054s1p30560	287	0	0	0	0
r8055s1p11874	285	0	0	0	0
r8056s1p17742	291	0	0	0	0
r8057s1p7300	292	0	0	1	1
r8058s1p28088	290	0	0	0	0
r8059s1p31088	288	0	0	0	0
r8060s1p16031	177	0	0	0	0
r8061s1p10148	291	0	0	0	0
r8062s1p20123	290	0	0	0	0
r8063s1p16574	290	0	0	0	0
r8064s1p9223	212	0	0	0	0
r8065s1p16960	293	0	0	0	0
r8066s1p573	202	0	0	0	0
r8067s1p29069	288	0	0	0	0
r8068s1p27840	289	0	0	0	0
r8070s1p27217	289	0	0	0	0
r8071s1p13126	291	0	0	0	0
r8072s1p28929	288	0	0	0	0
r8073s1p9059	186	0	0	0	0
r8074s1p25113	275	0	0	0	0
r8075s1p16028	177	0	0	0	0
r8076s1p13498	290	0	0	0	0
r8077s1p21840	288	0	0	0	0
r8078s1p1158	290	0	0	0	0
r8079s1p14414	291	0	0	0	0
r8080s1p26388	155	0	0	0	0
r8081s1p16255	291	0	0	0	0
r8082s1p9264	252	0	0	0	0
r8083s1p11531	289	0	0	0	0
r8084s1p3612	289	0	0	0	0
r8085s1p27607	290	0	0	0	0
r8086s1p13786	291	0	0	0	0
r8087s1p24887	290	0	0	0	0
r8088s1p30177	288	0	0	0	0
r8090s1p10303	291	0	0	0	0
r8091s1p29248	288	0	0	0	0
r8093s1p13634	291	0	0	0	0
r8094s1p5015	289	0	0	0	0
r8095s1p30243	285	0	0	0	0
r8097s1p5575	289	0	0	0	0
r8098s1p10811	289	0	0	0	0
r8099s1p11997	286	0	0	1	0
r8100s1p28955	289	0	0	0	0
r8101s1p3033	180	0	0	0	0
r8102s1p26430	155	0	0	0	0
r8103s1p780	289	0	0	0	0
r8104s1p7870	290	0	0	0	0
r8105s1p9012	186	0	0	0	0
r8106s1p12978	198	0	0	0	0
r8107s1p25140	249	0	0	0	0
r8108s1p23873	277	0	0	0	0
r8109s1p14217	290	0	0	0	0
r8110s1p1160	291	0	0	0	0
r8111s1p23832	237	0	0	0	0
r8112s1p12551	288	0	0	0	0
r8113s1p29814	291	0	0	0	0
r8114s1p27049	290	0	0	0	0
r8115s1p13212	289	0	0	0	0
r8116s1p7499	291	0	0	0	0
r8117s1p15815	287	0	0	0	0
r8118s1p7525	291	0	0	0	0
r8119s1p30087	289	0	0	0	0
r8120s1p15992	177	0	0	0	0
r8121s1p30658	288	0	0	0	0
r8122s1p6571	288	0	0	0	0
r8123s1p26819	290	0	0	0	0
r8124s1p10340	292	0	0	0	0
r8125s1p9369	290	0	0	0	0
r8126s1p8444	290	0	0	0	0
r8127s1p30945	288	0	0	0	0
r8128s1p10402	291	0	0	0	0
r8130s1p16068	176	0	0	0	0
r8131s1p3471	288	0	0	0	0
r8132s1p4300	289	0	0	0	0
r8134s1p30521	286	0	0	0	0
r8135s1p30163	288	0	0	0	0
r8137s1p11030	289	0	0	0	0
r8138s1p25374	142	0	0	0	0
r8139s1p10982	290	0	0	0	0
r8140s1p30124	289	0	0	0	0
r8141s1p3839	290	0	0	0	0
r8143s1p15698	289	0	0	0	0
r8144s1p9186	186	0	0	0	0
r8145s1p30818	290	0	0	0	0
r8146s1p2315	293	0	0	0	0
r8147s1p9224	213	0	0	0	0
r8148s1p18200	291	0	0	0	0
r8149s1p8616	289	0	0	0	0
r8150s1p22964	288	0	0	0	0
r8151s1p29903	291	0	0	0	0
r8152s1p20113	288	0	0	0	0
r8153s1p12476	289	0	0	0	0
r8154s1p9152	185	0	0	0	0
r8155s1p10402	291	0	0	0	0
r8156s1p20187	290	0	0	0	0
r8157s1p24498	290	0	0	0	0
r8158s1p24156	292	0	0	0	0
r8159s1p6793	201	0	0	0	0
r8161s1p26029	140	0	0	0	0
r8162s1p14678	291	0	0	0	0
r8163s1p18689	289	0	0	0	0
r8164s1p4169	290	0	0	0	0
r8165s1p16888	292	0	0	0	0
r8166s1p6366	289	0	0	0	0
r8167s1p15792	290	0	0	0	0
r8168s1p3998	291	0	0	0	0
r8169s1p7982	290	0	0	0	0
r8171s1p30898	289	0	0	0	0
r8172s1p24069	290	0	0	0	0
r8173s1p5529	290	0	0	0	0
r8174s1p4803	289	0	0	0	0
r8175s1p24997	291	0	0	0	0
r8176s1p29947	291	0	0	0	0
r8177s1p13049	267	0	0	0	0
r8178s1p21179	111	0	0	0	0
r8179s1p26270	187	0	0	0	0
r8180s1p18929	289	0	0	0	0
r8181s1p18676	289	0	0	0	0
r8182s1p8823	290	0	0	0	0
r8183s1p5198	290	0	0	0	0
r8184s1p2926	283	0	0	0	0
r8185s1p28528	289	0	0	0	0
r8186s1p23401	189	0	1	1	1
r8188s1p2861	289	0	0	0	0
r8189s1p2533	293	0	0	0	0
r8190s1p15856	248	0	0	0	0
r8191s1p30853	290	0	0	0	0
r8192s1p26473	170	0	0	0	0
r8193s1p22640	289	0	0	0	0
r8194s1p28158	290	0	0	0	0
r8195s1p869	289	0	0	0	0
r8196s1p21243	166	0	0	0	0
r8197s1p18459	290	0	0	0	0
r8198s1p9854	290	0	0	0	0
r8199s1p2460	292	0	0	0	0
r8201s1p8556	290	0	0	0	0
r8202s1p15167	290	0	0	0	0
r8203s1p3027	185	0	0	0	0
r8204s1p24826	290	0	0	0	0
r8205s1p17801	291	0	0	0	0
r8206s1p5278	291	0	0	0	0
r8207s1p4641	288	0	0	0	0
r8208s1p22052	290	0	0	0	0
r8209s1p9462	199	0	0	0	0
r8210s1p18155	290	0	0	0	0
r8212s1p20086	289	0	0	0	0
r8213s1p18612	289	0	0	0	0
r8214s1p12419	288	0	0	0	0
r8215s1p14908	291	0	0	0	0
r8216s1p6693	289	0	0	0	0
r8217s1p14594	290	0	0	0	0
r8218s1p11006	290	0	0	0	0
r8219s1p27814	290	0	0	0	0
r8220s1p13558	291	0	0	0	0
r8221s1p16781	291	0	0	0	0
r8222s1p19740	290	0	0	0	0
r8223s1p748	289	0	0	0	0
r8224s1p4338	289	0	0	0	0
r8225s1p7636	289	0	0	0	0
r8226s1p27669	290	0	0	0	0
r8227s1p18616	289	0	0	0	0
r8228s1p16529	291	0	0	0	0
r8229s1p24566	290	0	0	0	0
r8230s1p6336	291	0	0	0	0
r8231s1p7838	290	0	0	0	0
r8232s1p30360	286	0	0	0	0
r8233s1p28484	290	0	0	0	0
r8234s1p878	288	0	0	0	0
r8235s1p25663	247	0	0	0	0
r8236s1p15400	289	0	0	0	0
r8237s1p6462	291	0	0	0	0
r8238s1p29376	289	0	0	0	0
r8239s1p19891	290	0	0	0	0
r8240s1p8091	289	0	0	0	0
r8241s1p30964	288	0	0	0	0
r8242s1p17114	290	0	0	0	0
r8243s1p3870	290	0	0	0	0
r8244s1p18079	291	0	0	0	0
r8245s1p15434	289	0	0	0	0
r8246s1p24904	291	0	0	0	0
r8247s1p11669	290	0	0	0	0
r8248s1p5627	247	0	0	0	0
r8249s1p8945	242	0	0	0	0
r8250s1p22898	289	0	0	0	0
r8251s1p14146	290	0	0	0	0
r8252s1p29315	288	0	0	0	0
r8253s1p6828	168	0	0	0	0
r8254s1p14015	291	0	0	0	0
r8255s1p13484	290	0	0	0	0
r8256s1p28551	289	0	0	0	0
r8257s1p2421	293	0	0	0	0
r8258s1p26163	233	0	0	0	0
r8259s1p29567	289	0	0	0	0
r8260s1p20991	189	0	0	0	0
r8261s1p15526	288	0	0	0	0
r8262s1p24016	289	0	0	0	0
r8264s1p2617	291	0	0	0	0
r8265s1p12951	172	0	0	0	0
r8266s1p28546	290	0	0	0	0
r8267s1p2113	291	0	0	0	0
r8268s1p9870	289	0	0	0	0
r8269s1p31217	244	0	0	0	0
r8271s1p13652	291	0	0	0	0
r8272s1p16814	292	0	0	0	0
r8273s1p2485	292	0	0	0	0
r8275s1p23693	145	0	0	0	0
r8276s1p22898	289	0	0	0	0
r8277s1p1623	288	0	0	0	0
r8278s1p24321	293	0	0	0	0
r8279s1p26038	148	0	0	0	0
r8280s1p30551	287	0	0	0	0
r8281s1p19244	289	0	0	0	0
r8282s1p11063	289	0	0	0	0
r8283s1p25919	33	0	0	0	0
r8284s1p597	225	0	0	0	0
r8285s1p17133	289	0	0	0	0
r8286s1p3235	195	0	0	0	0
r8287s1p10029	289	0	0	0	0
r8288s1p1430	289	0	0	0	0
r8289s1p20079	288	0	0	0	0
r8290s1p17999	290	0	0	0	0
r8291s1p23810	216	0	0	0	0
r8292s1p27935	289	0	0	0	0
r8293s1p570	199	0	0	0	0
r8294s1p31029	286	0	0	0	0
r8295s1p12936	158	0	0	0	0
r8296s1p24778	291	0	0	0	0
r8297s1p29821	291	0	0	0	0
r8298s1p3917	291	0	0	0	0
r8299s1p22613	290	0	0	0	0
r8300s1p24653	290	0	0	0	0
r8301s1p28594	288	0	0	0	0
r8302s1p9028	184	0	0	0	0
r8303s1p19325	289	0	0	0	0
r8304s1p12237	291	0	0	0	0
r8305s1p14730	292	0	0	0	0
r8306s1p22291	292	0	0	0	0
r8307s1p10781	289	0	0	0	0
r8308s1p9184	186	0	0	0	0
r8309s1p6742	250	0	0	0	0
r8310s1p8628	289	0	0	0	0
r8311s1p12602	289	0	0	0	0
r8312s1p21528	292	0	0	0	0
r8313s1p17482	291	0	0	0	0
r8314s1p18211	291	0	0	0	0
r8315s1p2893	289	0	0	0	0
r8316s1p17255	290	0	0	0	0
r8317s1p10198	290	0	0	0	0
r8318s1p18956	290	0	0	0	0
r8319s1p19238	289	0	0	0	0
r8320s1p11202	289	0	0	0	0
r8321s1p23154	235	0	0	0	0
r8322s1p19631	290	0	0	0	0
r8323s1p3354	289	0	0	0	0
r8324s1p14299	292	0	0	0	0
r8325s1p9955	289	0	0	0	0
r8326s1p23547	185	0	1	1	1
r8327s1p7261	290	0	0	1	1
r8328s1p13853	291	0	0	0	0
r8329s1p18012	291	0	0	0	0
r8330s1p2815	290	0	0	0	0
r8331s1p30979	287	0	0	0	0
r8332s1p28432	289	0	0	0	0
r8333s1p6441	290	0	0	0	0
r8334s1p15830	273	0	0	0	0
r8335s1p2482	292	0	0	0	0
r8336s1p22369	290	0	0	0	0
r8337s1p1047	289	0	0	0	0
r8338s1p22865	290	0	0	0	0
r8339s1p7465	291	0	0	0	0
r8340s1p16992	293	0	0	0	0
r8341s1p21750	290	0	0	0	0
r8342s1p15236	288	0	0	0	0
r8343s1p31006	286	0	0	0	0
r8345s1p12430	288	0	0	0	0
r8346s1p7773	290	0	0	0	0
r8347s1p1556	289	0	0	0	0
r8348s1p22231	291	0	0	0	0
r8349s1p7392	291	0	0	0	0
r8350s1p9407	253	0	0	0	0
r8351s1p22710	290	0	0	0	0
r8352s1p14958	290	0	0	0	0
r8353s1p14616	290	0	0	0	0
r8355s1p18718	290	0	0	0	0
r8356s1p10103	290	0	0	0	0
r8357s1p27992	290	0	0	0	0
r8358s1p29562	289	0	0	0	0
r8359s1p6623	288	0	0	0	0
r8360s1p30727	292	0	0	0	0
r8361s1p12054	286	0	0	1	0
r8362s1p23380	185	0	0	0	0
r8363s1p5403	290	0	0	0	0
r8364s1p24314	294	0	0	0	0
r8365s1p16963	293	0	0	0	0
r8366s1p26775	289	0	0	0	0
r8367s1p818	289	0	0	0	0
r8368s1p30711	290	0	0	0	0
r8369s1p1270	289	0	0	0	0
r8370s1p16591	290	0	0	0	0
r8372s1p661	287	0	0	0	0
r8373s1p2630	291	0	0	0	0
r8374s1p24318	294	0	0	0	0
r8375s1p19052	289	0	0	0	0
r8376s1p20099	289	0	0	0	0
r8377s1p14149	290	0	0	0	0
r8378s1p19057	289	0	0	0	0
r8379s1p4200	289	0	0	0	0
r8380s1p26841	290	0	0	0	0
r8382s1p30849	290	0	0	0	0
r8383s1p5964	223	0	0	0	0
r8384s1p19150	289	0	0	0	0
r8385s1p5355	290	0	0	0	0
r8386s1p29369	290	0	0	0	0
r8387s1p6815	179	0	0	0	0
r8390s1p22668	290	0	0	0	0
r8391s1p13346	290	0	0	0	0
r8393s1p9305	291	0	0	0	0
r8394s1p27668	290	0	0	0	0
r8395s1p20957	203	0	0	0	0
r8396s1p20649	174	0	0	0	0
r8397s1p5448	289	0	0	0	0
r8398s1p5578	289	0	0	0	0
r8399s1p26494	190	0	0	0	0
r8400s1p28719	290	0	0	0	0
r8401s1p643	269	0	0	0	0
r8402s1p7278	291	0	0	1	1
r8403s1p6903	144	0	0	0	0
r8405s1p31099	289	0	0	0	0
r8406s1p23596	146	0	1	1	1
r8407s1p12883	143	0	0	0	0
r8408s1p9496	195	0	0	0	0
r8409s1p8568	290	0	0	0	0
r8410s1p27805	289	0	0	0	0
r8411s1p29132	289	0	0	0	0
r8412s1p4920	288	0	0	0	0
r8413s1p15086	290	0	0	0	0
r8414s1p25463	206	0	0	0	0
r8415s1p8683	289	0	0	0	0
r8416s1p23536	195	0	1	1	1
r8417s1p15334	289	0	0	0	0
r8418s1p11667	290	0	0	0	0
r8420s1p20261	289	0	0	0	0
r8421s1p30020	290	0	0	0	0
r8422s1p20731	148	0	0	0	0
r8423s1p4598	289	0	0	0	0
r8424s1p2222	292	0	0	0	0
r8425s1p19901	289	0	0	0	0
r8426s1p8306	291	0	0	0	0
r8427s1p15390	290	0	0	0	0
r8428s1p11263	290	0	0	0	0
r8429s1p30380	286	0	0	0	0
r8430s1p19442	291	0	0	0	0
r8431s1p15900	205	0	0	0	0
r8432s1p19942	290	0	0	0	0
r8433s1p4403	289	0	0	0	0
r8434s1p927	290	0	0	0	0
r8435s1p31064	289	0	0	0	0
r8436s1p3496	289	0	0	0	0
r8437s1p17291	290	0	0	0	0
r8438s1p15041	291	0	0	0	0
r8439s1p7473	291	0	0	0	0
r8440s1p16695	289	0	0	0	0
r8441s1p19200	290	0	0	0	0
r8442s1p30190	288	0	0	0	0
r8444s1p8046	289	0	0	0	0
r8445s1p11053	289	0	0	0	0
r8446s1p10313	291	0	0	0	0
r8447s1p7583	290	0	0	0	0
r8448s1p2596	292	0	0	0	0
r8449s1p28681	289	0	0	0	0
r8450s1p15789	290	0	0	0	0
r8451s1p19847	290	0	0	0	0
r8452s1p17526	291	0	0	0	0
r8453s1p7447	291	0	0	0	0
r8454s1p3599	289	0	0	0	0
r8455s1p30080	289	0	0	0	0
r8456s1p26577	256	0	0	0	0
r8457s1p2430	293	0	0	0	0
r8458s1p2795	290	0	0	0	0
r8459s1p19057	289	0	0	0	0
r8460s1p2751	291	0	0	0	0
r8461s1p7698	290	0	0	0	0
r8462s1p13998	290	0	0	0	0
r8463s1p19401	290	0	0	0	0
r8464s1p19983	289	0	0	0	0
r8465s1p29087	288	0	0	0	0
r8466s1p24738	290	0	0	0	0
r8467s1p9424	236	0	0	0	0
r8468s1p11750	291	0	0	0	0
r8469s1p16158	220	0	0	0	0
r8470s1p27227	289	0	0	0	0
r8471s1p20112	289	0	0	0	0
r8472s1p14194	290	0	0	0	0
r8473s1p8971	218	0	0	0	0
r8474s1p462	95	0	0	0	0
r8475s1p20331	289	0	0	0	0
r8476s1p4941	289	0	0	0	0
r8477s1p2092	291	0	0	0	0
r8478s1p14784	291	0	0	0	0
r8479s1p29179	288	0	0	0	0
r8480s1p30604	287	0	0	0	0
r8481s1p8486	289	0	0	0	0
r8482s1p20886	203	0	0	0	0
r8483s1p4413	289	0	0	0	0
r8484s1p10769	289	0	0	0	0
r8485s1p16675	288	0	0	0	0
r8486s1p25286	142	0	0	0	0
r8487s1p6950	142	0	0	0	0
r8488s1p2176	292	0	0	0	0
r8489s1p7577	291	0	0	0	0
r8490s1p5832	144	0	0	0	0
r8491s1p4850	289	0	0	0	0
r8492s1p23801	207	0	0	0	0
r8493s1p19952	290	0	0	0	0
r8494s1p3166	181	0	0	0	0
r8495s1p14716	291	0	0	0	0
r8496s1p20199	290	0	0	0	0
r8497s1p7812	291	0	0	0	0
r8498s1p31057	289	0	0	0	0
r8499s1p13722	290	0	0	0	0
r8500s1p23475	224	0	1	1	1
r8501s1p8387	290	0	0	0	0
r8502s1p23124	264	0	0	0	0
r8503s1p11519	289	0	0	0	0
r8504s1p30271	285	0	0	0	0
r8505s1p7015	155	0	0	0	0
r8506s1p14484	290	0	0	0	0
r8507s1p1877	288	0	0	0	0
r8508s1p28627	291	0	0	0	0
r8509s1p24935	291	0	0	0	0
r8510s1p27562	290	0	0	0	0
r8511s1p30408	284	0	0	0	0
r8512s1p20488	290	0	0	0	0
r8513s1p16960	293	0	0	0	0
r8515s1p9351	291	0	0	0	0
r8516s1p19754	291	0	0	0	0
r8517s1p6491	290	0	0	0	0
r8518s1p16185	245	0	0	0	0
r8519s1p27814	290	0	0	0	0
r8520s1p4294	290	0	0	0	0
r8521s1p9916	290	0	0	0	0
r8522s1p27994	290	0	0	0	0
r8523s1p25197	194	0	0	0	0
r8524s1p28922	289	0	0	0	0
r8525s1p4639	288	0	0	0	0
r8526s1p30763	288	0	0	0	0
r8527s1p21492	291	0	0	0	0
r8528s1p18859	289	0	0	0	0
r8529s1p2335	294	0	0	0	0
r8530s1p22727	289	0	0	0	0
r8531s1p9876	289	0	0	0	0
r8532s1p8555	290	0	0	0	0
r8533s1p18051	291	0	0	0	0
r8534s1p640	266	0	0	0	0
r8535s1p24314	294	0	0	0	0
r8536s1p26590	256	0	0	0	0
r8537s1p22018	289	0	0	0	0
r8538s1p30986	287	0	0	0	0
r8539s1p3861	290	0	0	0	0
r8540s1p18620	289	0	0	0	0
r8541s1p23170	219	0	0	0	0
r8542s1p21342	242	0	0	0	0
r8543s1p6894	144	0	0	0	0
r8544s1p6305	290	0	0	0	0
r8545s1p29615	288	0	0	0	0
r8546s1p20913	203	0	0	0	0
r8547s1p28769	289	0	0	0	0
r8548s1p6262	290	0	0	0	0
r8549s1p14203	289	0	0	0	0
r8550s1p17248	290	0	0	0	0
r8551s1p2351	293	0	0	0	0
r8552s1p28581	289	0	0	0	0
r8553s1p18246	290	0	0	0	0
r8554s1p763	289	0	0	0	0
r8555s1p26348	153	0	0	0	0
r8556s1p4942	289	0	0	0	0
r8558s1p11475	290	0	0	0	0
r8559s1p24869	291	0	0	0	0
r8560s1p19421	290	0	0	0	0
r8561s1p30083	289	0	0	0	0
