qName	blockSizes	Canada/Qc-L00240866/2020	CostaRica/01/2020	CostaRica/02/2020	England/NORT-28118A/2020	NorthernIreland/NIRE-10010C/2020	NorthernIreland/NIRE-FD1A9/2020	Spain/Albacete-COV003776/2020	Spain/Madrid_H12_2309/2020	USA/FL-CDC-6318/2020	USA/MD-HP00016/2020
r2919s1p27858	290	0	0	0	0	0	0	0	0	0	0
r2920s1p8869	289	0	0	0	0	0	0	0	0	0	0
r2921s1p19529	290	0	0	0	0	0	0	0	0	0	0
r2923s1p951	290	1	0	0	0	0	0	0	0	0	1
r2924s1p6770	222	0	0	0	0	0	0	0	0	0	0
r2925s1p21394	259	0	0	0	0	0	0	0	0	0	0
r2927s1p1059	290	1	0	0	0	0	0	0	0	0	1
r2928s1p14861	293	0	0	0	0	0	0	0	0	0	0
r2929s1p19134	290	0	0	0	0	1	1	0	0	0	0
r2930s1p13891	292	0	0	0	0	0	0	0	0	0	0
r2931s1p12366	288	0	0	0	0	0	0	0	0	0	0
r2933s1p5220	289	0	0	0	0	0	0	0	0	0	0
r2934s1p14261	291	0	0	0	0	0	0	0	0	0	0
r2935s1p29459	287	0	0	0	0	0	0	0	0	0	0
r2936s1p18337	288	0	0	0	0	0	0	0	0	0	0
r2937s1p4073	291	0	0	0	0	0	0	0	0	0	0
r2938s1p9099	186	0	0	0	0	0	0	0	0	0	0
r2939s1p4177	290	0	0	0	0	0	0	0	0	0	0
r2940s1p29953	291	0	0	0	0	0	0	0	0	0	0
r2942s1p5481	289	0	0	0	0	0	0	0	0	0	0
r2943s1p14720	291	0	0	0	0	0	0	0	0	0	0
r2944s1p13997	290	0	0	0	0	0	0	0	0	0	0
r2945s1p30128	288	0	0	0	0	0	0	0	0	0	0
r2946s1p774	289	1	0	0	0	0	0	0	0	0	1
r2947s1p16828	292	0	0	0	0	0	0	0	0	0	0
r2948s1p12137	290	0	0	0	0	0	0	1	0	0	0
r2949s1p8790	290	0	0	0	0	0	0	0	0	0	0
r2950s1p9899	290	0	0	0	0	0	0	0	0	0	0
r2951s1p23578	154	1	0	1	1	1	1	1	1	1	1
r2952s1p28088	290	0	0	0	0	0	0	0	0	0	0
r2953s1p8915	271	0	0	0	0	0	0	0	0	0	0
r2954s1p21394	259	0	0	0	0	0	0	0	0	0	0
r2955s1p7628	290	0	0	0	0	0	0	0	0	0	0
r2956s1p17025	292	0	0	0	0	0	0	0	0	0	0
r2957s1p13729	290	0	0	0	0	0	0	0	0	0	0
r2958s1p7769	290	0	0	0	0	0	0	0	0	0	0
r2959s1p5689	188	0	0	0	0	0	0	0	0	0	0
r2960s1p517	148	0	0	0	0	0	0	0	0	0	0
r2961s1p10807	289	0	0	0	0	0	0	0	0	0	0
r2962s1p24879	291	0	0	0	0	0	0	0	0	0	0
r2963s1p22580	290	0	0	0	0	0	0	0	0	0	0
r2964s1p7243	290	1	0	0	1	1	1	1	1	1	1
r2965s1p26781	290	0	0	0	0	0	0	0	0	0	0
r2966s1p20849	168	0	0	0	0	0	0	0	0	0	0
r2967s1p8489	289	0	0	0	0	0	0	0	0	0	0
r2968s1p4371	289	0	0	0	0	0	0	0	0	0	0
r2969s1p4156	290	0	0	0	0	0	0	0	0	0	0
r2970s1p4937	289	0	0	0	0	0	0	0	0	0	0
r2971s1p9425	235	0	0	0	0	0	0	0	0	0	0
r2972s1p10517	292	0	0	0	0	0	0	0	0	0	0
r2973s1p29291	289	0	0	0	0	0	0	0	0	0	0
r2974s1p4395	288	0	0	0	0	0	0	0	0	0	0
r2975s1p28425	289	1	0	0	0	0	0	0	0	0	1
r2976s1p9249	238	0	0	0	0	0	0	0	0	0	0
r2977s1p19953	290	0	0	0	0	0	0	0	0	0	0
r2978s1p27280	289	0	0	0	0	0	0	0	0	0	0
r2979s1p22777	291	0	0	0	0	0	0	0	0	0	0
r2980s1p9098	186	0	0	0	0	0	0	0	0	0	0
r2981s1p5350	290	0	0	0	0	0	0	0	0	0	0
r2982s1p13005	224	0	0	0	0	0	0	0	0	0	0
r2983s1p30803	290	0	0	0	0	0	0	0	0	0	0
r2984s1p1840	289	1	0	0	1	0	0	0	0	0	0
r2985s1p7704	290	0	0	0	0	0	0	0	0	0	0
r2986s1p29038	288	0	0	0	0	0	0	0	0	0	0
r2987s1p911	290	1	0	0	0	0	0	0	0	0	1
r2988s1p539	170	0	0	0	0	0	0	0	0	0	0
r2989s1p18805	289	0	0	0	0	0	0	0	0	0	0
r2990s1p29551	289	0	0	0	0	0	0	0	0	0	0
r2991s1p15618	290	0	0	0	0	0	0	0	0	0	0
r2992s1p6836	160	0	0	0	0	0	0	0	0	0	0
r2993s1p2804	290	0	0	0	0	0	0	0	0	0	0
r2995s1p12123	290	0	0	0	0	0	0	1	0	0	0
r2996s1p11995	286	0	0	0	0	0	0	1	0	0	0
r2997s1p15254	289	0	0	0	0	0	0	0	0	0	0
r2998s1p29748	289	0	0	0	0	0	0	0	0	0	0
r2999s1p19282	289	0	0	0	0	1	1	0	0	0	0
r3000s1p9382	277	0	0	0	0	0	0	0	0	0	0
r3001s1p6922	143	0	0	0	0	0	0	0	0	0	0
r3002s1p16833	293	0	0	0	0	0	0	0	0	0	0
r3003s1p8573	290	0	0	0	0	0	0	0	0	0	0
r3004s1p6613	287	0	0	0	0	0	0	0	0	0	0
r3005s1p9096	186	0	0	0	0	0	0	0	0	0	0
r3006s1p22041	290	1	0	0	1	1	1	0	0	1	1
r3007s1p19849	290	0	0	0	0	0	0	0	0	0	0
r3008s1p21834	288	0	0	0	0	0	0	0	0	0	0
r3009s1p18506	290	0	0	0	0	0	0	0	0	0	0
r3010s1p1248	289	0	0	0	0	0	0	0	0	0	0
r3011s1p29912	291	0	0	0	0	0	0	0	0	0	0
r3012s1p17758	290	0	0	0	0	0	0	0	0	0	0
r3013s1p14968	290	0	0	0	0	0	0	0	0	0	0
r3014s1p13265	291	0	0	0	0	0	0	0	0	0	0
r3015s1p28069	291	0	0	0	0	0	0	0	0	0	0
r3016s1p10943	288	0	0	0	0	1	1	0	0	0	0
r3017s1p29448	287	0	0	0	0	0	0	0	0	0	0
r3018s1p13528	291	0	0	0	0	0	0	0	0	0	0
r3019s1p26819	290	0	0	0	0	0	0	0	0	0	0
r3020s1p2671	292	0	0	0	0	0	0	0	0	0	0
r3021s1p2447	292	0	0	0	0	0	0	0	0	0	0
r3022s1p4330	289	0	0	0	0	0	0	0	0	0	0
r3023s1p16057	177	0	0	0	0	0	0	0	0	0	0
r3024s1p27542	289	0	0	0	0	0	0	0	0	0	0
r3025s1p16210	270	0	0	0	0	0	0	0	0	0	0
r3026s1p20923	203	0	0	0	0	0	0	0	0	0	0
r3027s1p1425	289	0	0	0	0	0	0	0	0	0	0
r3028s1p20007	290	0	0	0	0	0	0	0	0	0	0
r3029s1p13931	292	0	0	0	0	0	0	0	0	0	0
r3030s1p28134	290	0	0	0	0	0	0	0	0	0	0
r3031s1p24109	291	0	0	0	0	0	0	0	0	0	0
r3032s1p23090	290	0	0	0	0	0	0	0	0	0	0
r3033s1p26934	288	0	0	0	0	0	0	0	0	0	0
r3034s1p20395	289	0	0	0	0	0	0	0	0	0	0
r3035s1p2243	291	0	0	0	0	0	0	0	0	0	0
r3036s1p19852	290	0	0	0	0	0	0	0	0	0	0
r3037s1p18999	289	0	0	0	0	1	1	0	0	0	0
r3038s1p15329	289	0	0	0	0	0	0	0	0	0	0
r3039s1p25012	291	0	0	0	0	0	0	0	0	0	0
r3040s1p5543	289	0	0	0	0	0	0	0	0	0	0
r3041s1p27707	289	0	0	0	0	0	0	0	0	0	0
r3042s1p16286	290	0	0	0	0	0	0	0	0	0	0
r3043s1p8806	290	0	0	0	0	0	0	0	0	0	0
r3044s1p13734	290	0	0	0	0	0	0	0	0	0	0
r3046s1p11445	288	0	0	0	0	0	0	0	0	0	0
r3047s1p18506	290	0	0	0	0	0	0	0	0	0	0
r3048s1p12202	290	0	0	0	0	0	0	0	0	0	0
r3049s1p11307	289	0	0	0	0	0	0	0	0	0	0
r3050s1p27758	288	0	0	0	0	0	0	0	0	0	0
r3051s1p7090	228	1	0	0	1	1	1	1	1	1	1
r3052s1p19883	291	0	0	0	0	0	0	0	0	0	0
r3053s1p29544	289	0	0	0	0	0	0	0	0	0	0
r3054s1p17755	290	0	0	0	0	0	0	0	0	0	0
r3055s1p6644	289	0	0	0	0	0	0	0	0	0	0
r3056s1p4462	289	0	0	0	0	0	0	0	0	0	0
r3057s1p28931	288	0	0	0	0	0	0	0	0	0	0
r3058s1p10723	290	0	0	0	0	0	0	0	0	0	0
r3059s1p20574	246	0	0	0	0	0	0	0	0	0	0
r3060s1p6786	208	0	0	0	0	0	0	0	0	0	0
r3061s1p7073	211	1	0	0	1	1	1	1	1	1	1
r3062s1p6111	288	0	0	0	0	0	0	0	0	0	0
r3063s1p5799	144	0	0	0	0	0	0	0	0	0	0
r3064s1p9341	292	0	0	0	0	0	0	0	0	0	0
r3065s1p18805	289	0	0	0	0	0	0	0	0	0	0
r3066s1p30656	287	0	0	0	0	0	0	0	0	0	0
r3067s1p24006	290	0	0	0	0	0	0	0	0	0	0
r3068s1p28003	290	0	0	0	0	0	0	0	0	0	0
r3069s1p842	289	1	0	0	0	0	0	0	0	0	1
r3070s1p9871	289	0	0	0	0	0	0	0	0	0	0
r3071s1p7015	155	0	0	0	0	0	0	0	0	0	0
r3072s1p17284	290	0	0	0	0	0	0	0	0	0	0
r3073s1p15731	289	0	0	0	0	0	0	0	0	0	0
r3075s1p2870	289	0	0	0	0	0	0	0	0	0	0
r3076s1p6904	144	0	0	0	0	0	0	0	0	0	0
r3077s1p7378	292	0	0	0	0	0	0	0	0	0	0
r3078s1p25025	291	0	0	0	0	0	0	0	0	0	0
r3079s1p16222	282	0	0	0	0	0	0	0	0	0	0
r3081s1p16931	291	0	0	0	0	0	0	0	0	0	0
r3082s1p11539	290	0	0	0	0	0	0	0	0	0	0
r3083s1p26646	290	0	0	0	0	0	0	0	0	0	0
r3084s1p2975	235	0	0	0	0	0	0	0	0	0	0
r3085s1p24719	289	0	0	0	0	0	0	0	0	0	0
r3086s1p9156	186	0	0	0	0	0	0	0	0	0	0
r3087s1p13339	289	0	0	0	0	0	0	0	0	0	0
r3088s1p22903	289	0	0	0	0	0	0	0	0	0	0
r3089s1p22924	289	0	0	0	0	0	0	0	0	0	0
r3090s1p15516	289	0	0	0	0	0	0	0	0	0	0
r3091s1p16281	291	0	0	0	0	0	0	0	0	0	0
r3092s1p2571	292	0	0	0	0	0	0	0	0	0	0
r3093s1p23303	186	0	0	0	0	0	0	0	0	0	0
r3094s1p8809	290	0	0	0	0	0	0	0	0	0	0
r3095s1p11715	290	0	0	0	0	0	0	0	0	0	0
r3096s1p27877	290	0	0	0	0	0	0	0	0	0	0
r3097s1p29483	288	0	0	0	0	0	0	0	0	0	0
r3098s1p2484	292	0	0	0	0	0	0	0	0	0	0
r3099s1p17784	290	0	0	0	0	0	0	0	0	0	0
r3100s1p5771	146	0	0	0	0	0	0	0	0	0	0
r3101s1p1794	288	1	0	0	1	0	0	0	0	0	0
r3102s1p20222	290	0	0	0	0	0	0	0	0	0	0
r3103s1p28366	289	1	0	0	0	0	0	0	0	0	1
r3104s1p14536	289	0	0	0	0	0	0	0	0	0	0
r3105s1p8321	291	0	0	0	0	0	0	0	0	0	0
r3106s1p14383	292	0	0	0	0	0	0	0	0	0	0
r3107s1p15348	289	0	0	0	0	0	0	0	0	0	0
r3108s1p15430	289	0	0	0	0	0	0	0	0	0	0
r3109s1p6628	288	0	0	0	0	0	0	0	0	0	0
r3110s1p19104	289	0	0	0	0	1	1	0	0	0	0
r3111s1p2769	291	0	0	0	0	0	0	0	0	0	0
r3112s1p28073	291	0	0	0	0	0	0	0	0	0	0
r3113s1p25964	77	0	0	0	0	0	0	0	0	0	0
r3114s1p1489	288	0	0	0	0	0	0	0	0	0	0
r3115s1p5907	167	0	0	0	0	0	0	0	0	0	0
r3116s1p26177	233	0	0	0	0	0	0	0	0	0	0
r3117s1p13138	291	0	0	0	0	0	0	0	0	0	0
r3118s1p15850	254	0	0	0	0	0	0	0	0	0	0
r3119s1p22446	290	0	0	0	0	0	0	0	0	0	0
r3120s1p7460	291	0	0	0	0	0	0	0	0	0	0
r3122s1p644	270	0	0	0	0	0	0	0	0	0	0
r3123s1p23248	184	0	0	0	0	0	0	0	0	0	0
r3124s1p19977	290	0	0	0	0	0	0	0	0	0	0
r3125s1p27195	289	0	0	0	0	0	0	0	0	0	0
r3126s1p3648	288	0	0	0	0	0	0	0	0	0	0
r3127s1p4539	290	0	0	0	0	0	0	0	0	0	0
r3128s1p13252	290	0	0	0	0	0	0	0	0	0	0
r3129s1p18027	291	0	0	0	0	0	0	0	0	0	0
r3130s1p25510	251	0	0	0	0	0	0	0	0	0	0
r3131s1p18850	289	0	0	0	0	0	0	0	0	0	0
r3132s1p29565	289	0	0	0	0	0	0	0	0	0	0
r3133s1p27163	289	0	0	0	0	0	0	0	0	0	0
r3134s1p16666	289	0	0	0	0	0	0	0	0	0	0
r3135s1p15554	289	0	0	0	0	0	0	0	0	0	0
r3136s1p30834	289	0	0	0	0	0	0	0	0	0	0
r3137s1p26959	289	0	0	0	0	0	0	0	0	0	0
r3138s1p24700	290	0	0	0	0	0	0	0	0	0	0
r3139s1p19467	291	0	0	0	0	0	0	0	0	0	0
r3140s1p24475	289	0	0	0	0	0	0	0	0	0	0
r3141s1p471	104	0	0	0	0	0	0	0	0	0	0
r3142s1p17252	290	0	0	0	0	0	0	0	0	0	0
r3143s1p30772	289	0	0	0	0	0	0	0	0	0	0
r3144s1p28636	290	0	0	0	0	0	0	0	0	0	0
r3145s1p2851	290	0	0	0	0	0	0	0	0	0	0
r3146s1p21199	124	0	0	0	0	0	0	0	0	0	0
r3147s1p8909	277	0	0	0	0	0	0	0	0	0	0
r3148s1p10770	289	0	0	0	0	0	0	0	0	0	0
r3150s1p24001	289	0	0	0	0	0	0	0	0	0	0
r3151s1p16299	290	0	0	0	0	0	0	0	0	0	0
r3152s1p5926	186	0	0	0	0	0	0	0	0	0	0
r3153s1p20051	289	0	0	0	0	0	0	0	0	0	0
r3154s1p16952	292	0	0	0	0	0	0	0	0	0	0
r3155s1p23120	267	0	0	0	0	0	0	0	0	0	0
r3156s1p7626	290	0	0	0	0	0	0	0	0	0	0
r3157s1p22036	290	1	0	0	1	1	1	0	0	1	1
r3158s1p30684	287	0	0	0	0	0	0	0	0	0	0
r3159s1p3251	211	0	0	0	0	1	0	0	0	0	0
r3160s1p1316	288	0	0	0	0	0	0	0	0	0	0
r3161s1p19706	291	0	0	0	0	0	0	0	0	0	0
r3162s1p3366	289	0	0	0	0	1	0	0	0	0	0
r3163s1p30884	289	0	0	0	0	0	0	0	0	0	0
r3164s1p27026	289	0	0	0	0	0	0	0	0	0	0
r3165s1p23128	260	0	0	0	0	0	0	0	0	0	0
r3166s1p6334	291	0	0	0	0	0	0	0	0	0	0
r3167s1p6996	141	0	0	0	0	0	0	0	0	0	0
r3168s1p12738	178	0	0	0	0	0	0	0	0	0	0
r3169s1p11069	289	0	0	0	0	1	1	0	0	0	0
r3170s1p2977	233	0	0	0	0	0	0	0	0	0	0
r3172s1p9357	291	0	0	0	0	0	0	0	0	0	0
r3173s1p27628	289	0	0	0	0	0	0	0	0	0	0
r3174s1p26395	154	0	0	0	0	0	0	0	0	0	0
r3175s1p19644	290	0	0	0	0	0	0	0	0	0	0
r3176s1p16848	291	0	0	0	0	0	0	0	0	0	0
r3177s1p25791	145	0	0	0	0	0	0	0	0	0	0
r3178s1p4313	290	0	0	0	0	0	0	0	0	0	0
r3179s1p18112	290	0	0	0	0	0	0	0	0	0	0
r3180s1p3338	289	0	0	0	0	1	0	0	0	0	0
r3182s1p8690	289	0	0	0	0	0	0	0	0	0	0
r3184s1p25872	71	0	0	0	0	0	0	0	0	0	0
r3185s1p5492	289	0	0	0	0	0	0	0	0	0	0
r3186s1p3859	290	0	0	0	0	0	0	0	0	0	0
r3187s1p6580	288	0	0	0	0	0	0	0	0	0	0
r3188s1p25923	37	0	0	0	0	0	0	0	0	0	0
r3189s1p1436	289	0	0	0	0	0	0	0	0	0	0
r3190s1p16977	293	0	0	0	0	0	0	0	0	0	0
r3191s1p29220	288	0	0	0	0	0	0	0	0	0	0
r3192s1p4693	290	0	0	0	0	0	0	0	0	0	0
r3193s1p17892	291	0	0	0	0	0	0	0	0	0	0
r3194s1p6009	266	0	0	0	0	0	0	0	0	0	0
r3195s1p6021	278	0	0	0	0	0	0	0	0	0	0
r3196s1p15654	289	0	0	0	0	0	0	0	0	0	0
r3197s1p11633	290	0	0	0	0	0	0	0	0	0	0
r3198s1p25623	285	0	0	0	0	0	0	0	0	0	0
r3199s1p14206	290	0	0	0	0	0	0	0	0	0	0
r3200s1p11034	290	0	0	0	0	1	1	0	0	0	0
r3201s1p31243	219	0	0	0	0	0	0	0	0	0	0
r3202s1p1968	290	0	0	0	0	0	0	0	0	0	0
r3203s1p20390	289	0	0	0	0	0	0	0	0	0	0
r3204s1p23641	145	1	0	1	1	1	1	1	1	1	1
r3205s1p27313	290	0	0	0	0	0	0	0	0	0	0
r3206s1p20242	289	0	0	0	0	0	0	0	0	0	0
r3207s1p24479	289	0	0	0	0	0	0	0	0	0	0
r3208s1p30665	287	0	0	0	0	0	0	0	0	0	0
r3209s1p13826	290	0	0	0	0	0	0	0	0	0	0
r3210s1p29553	289	0	0	0	0	0	0	0	0	0	0
r3211s1p17264	290	0	0	0	0	0	0	0	0	0	0
r3212s1p9511	196	0	0	0	0	0	0	0	0	0	0
r3213s1p29361	290	0	0	0	0	0	0	0	0	0	0
r3215s1p28041	290	0	0	0	0	0	0	0	0	0	0
r3216s1p16560	290	0	0	0	0	0	0	0	0	0	0
r3217s1p11003	290	0	0	0	0	1	1	0	0	0	0
r3218s1p8439	290	0	0	0	0	0	0	0	0	0	0
r3219s1p6538	289	0	0	0	0	0	0	0	0	0	0
r3220s1p8207	290	0	0	0	0	0	0	0	0	0	0
r3221s1p4909	288	0	0	0	0	0	0	0	0	0	0
r3222s1p548	177	0	0	0	0	0	0	0	0	0	0
r3223s1p7669	289	0	0	0	0	0	0	0	0	0	0
r3224s1p4904	288	0	0	0	0	0	0	0	0	0	0
r3225s1p3280	239	0	0	0	0	1	0	0	0	0	0
r3226s1p16228	288	0	0	0	0	0	0	0	0	0	0
r3227s1p1315	288	0	0	0	0	0	0	0	0	0	0
r3228s1p19443	291	0	0	0	0	0	0	0	0	0	0
r3229s1p7851	291	0	0	0	0	0	0	0	0	0	0
r3230s1p822	289	1	0	0	0	0	0	0	0	0	1
r3231s1p1452	289	0	0	0	0	0	0	0	0	0	0
r3232s1p27046	290	0	0	0	0	0	0	0	0	0	0
r3233s1p7627	290	0	0	0	0	0	0	0	0	0	0
r3235s1p15523	289	0	0	0	0	0	0	0	0	0	0
r3236s1p4030	291	0	0	0	0	0	0	0	0	0	0
r3237s1p21996	289	1	0	0	1	1	1	0	0	1	1
r3238s1p16184	244	0	0	0	0	0	0	0	0	0	0
r3239s1p22179	292	1	0	0	1	1	1	0	0	1	1
r3240s1p16682	288	0	0	0	0	0	0	0	0	0	0
r3241s1p18199	291	0	0	0	0	0	0	0	0	0	0
r3242s1p19789	290	0	0	0	0	0	0	0	0	0	0
r3243s1p30436	283	0	0	0	0	0	0	0	0	0	0
r3244s1p12519	288	0	0	0	0	0	0	0	0	0	0
r3245s1p8836	289	0	0	0	0	0	0	0	0	0	0
r3246s1p22462	289	0	0	0	0	0	0	0	0	0	0
r3247s1p29085	288	0	0	0	0	0	0	0	0	0	0
r3248s1p17636	290	0	0	0	0	0	0	0	0	0	0
r3249s1p16775	291	0	0	0	0	0	0	0	0	0	0
r3250s1p28232	291	1	0	0	0	0	0	0	0	0	1
r3251s1p29205	288	0	0	0	0	0	0	0	0	0	0
r3252s1p5768	146	0	0	0	0	0	0	0	0	0	0
r3253s1p5814	145	0	0	0	0	0	0	0	0	0	0
r3254s1p10654	290	0	0	0	0	0	0	0	0	0	0
r3255s1p29627	288	0	0	0	0	0	0	0	0	0	0
r3257s1p11884	285	0	0	0	0	0	0	0	0	0	0
r3260s1p25197	194	0	0	0	0	0	0	0	0	0	0
r3261s1p3545	290	0	0	0	0	0	0	0	0	0	0
r3262s1p10088	290	0	0	0	0	0	0	0	0	0	0
r3263s1p26650	290	0	0	0	0	0	0	0	0	0	0
r3264s1p3683	288	0	0	0	0	0	0	0	0	0	0
r3265s1p951	290	1	0	0	0	0	0	0	0	0	1
r3266s1p16738	291	0	0	0	0	0	0	0	0	0	0
r3267s1p16225	285	0	0	0	0	0	0	0	0	0	0
r3268s1p20436	290	0	0	0	0	0	0	0	0	0	0
r3269s1p10986	290	0	0	0	0	1	1	0	0	0	0
r3270s1p23583	149	1	0	1	1	1	1	1	1	1	1
r3271s1p18016	291	0	0	0	0	0	0	0	0	0	0
r3272s1p26870	289	0	0	0	0	0	0	0	0	0	0
r3273s1p30875	289	0	0	0	0	0	0	0	0	0	0
r3274s1p14525	290	0	0	0	0	0	0	0	0	0	0
r3275s1p9634	194	0	0	0	0	0	0	0	0	0	0
r3276s1p17656	290	0	0	0	0	0	0	0	0	0	0
r3277s1p2425	293	0	0	0	0	0	0	0	0	0	0
r3279s1p6906	144	0	0	0	0	0	0	0	0	0	0
r3280s1p9366	292	0	0	0	0	0	0	0	0	0	0
r3281s1p24208	293	0	0	0	0	0	0	0	0	0	0
r3282s1p18151	290	0	0	0	0	0	0	0	0	0	0
r3283s1p6161	290	0	0	0	0	0	0	0	0	0	0
r3284s1p4802	289	0	0	0	0	0	0	0	0	0	0
r3285s1p5868	143	0	0	0	0	0	0	0	0	0	0
r3286s1p25358	141	0	0	0	0	0	0	0	0	0	0
r3287s1p17785	290	0	0	0	0	0	0	0	0	0	0
r3288s1p25265	144	0	0	0	0	0	0	0	0	0	0
r3289s1p4849	289	0	0	0	0	0	0	0	0	0	0
r3290s1p11442	288	0	0	0	0	0	0	0	0	0	0
r3291s1p27401	289	0	0	0	0	0	0	0	0	0	0
r3292s1p27491	290	0	0	0	0	0	0	0	0	0	0
r3293s1p29779	290	0	0	0	0	0	0	0	0	0	0
r3294s1p6724	267	0	0	0	0	0	0	0	0	0	0
r3295s1p16655	290	0	0	0	0	0	0	0	0	0	0
r3296s1p19995	289	0	0	0	0	0	0	0	0	0	0
r3297s1p7694	290	0	0	0	0	0	0	0	0	0	0
r3298s1p1849	290	1	0	0	1	0	0	0	0	0	0
r3299s1p9529	195	0	0	0	0	0	0	0	0	0	0
r3300s1p5441	290	0	0	0	0	0	0	0	0	0	0
r3301s1p19527	290	0	0	0	0	0	0	0	0	0	0
r3302s1p15785	290	0	0	0	0	0	0	0	0	0	0
r3303s1p25485	227	0	0	0	0	0	0	0	0	0	0
r3304s1p23064	290	0	0	0	0	0	0	0	0	0	0
r3305s1p28713	290	0	0	0	0	0	0	0	0	0	0
r3306s1p3223	183	0	0	0	0	0	0	0	0	0	0
r3307s1p9927	291	0	0	0	0	0	0	0	0	0	0
r3308s1p27462	289	0	0	0	0	0	0	0	0	0	0
r3309s1p11550	290	0	0	0	0	0	0	0	0	0	0
r3310s1p13489	290	0	0	0	0	0	0	0	0	0	0
r3311s1p14671	292	0	0	0	0	0	0	0	0	0	0
r3312s1p27670	290	0	0	0	0	0	0	0	0	0	0
r3313s1p8080	289	0	0	0	0	0	0	0	0	0	0
r3314s1p4943	289	0	0	0	0	0	0	0	0	0	0
r3315s1p5189	291	0	0	0	0	0	0	0	0	0	0
r3316s1p13905	291	0	0	0	0	0	0	0	0	0	0
r3317s1p21925	288	1	0	0	1	1	1	0	0	1	1
r3318s1p12081	291	0	0	0	0	0	0	1	0	0	0
r3319s1p16500	292	0	0	0	0	0	0	0	0	0	0
r3320s1p26989	290	0	0	0	0	0	0	0	0	0	0
r3321s1p27551	290	0	0	0	0	0	0	0	0	0	0
r3322s1p29877	290	0	0	0	0	0	0	0	0	0	0
r3323s1p20510	290	0	0	0	0	0	0	0	0	0	0
r3324s1p25868	75	0	0	0	0	0	0	0	0	0	0
r3325s1p3527	290	0	0	0	0	1	0	0	0	0	0
r3326s1p1198	290	0	0	0	0	0	0	0	0	0	0
r3327s1p8560	290	0	0	0	0	0	0	0	0	0	0
r3328s1p25695	215	0	0	0	0	0	0	0	0	0	0
r3329s1p8782	290	0	0	0	0	0	0	0	0	0	0
r3330s1p31150	288	0	0	0	0	0	0	0	0	0	0
r3331s1p28829	290	0	0	0	0	0	0	0	0	0	0
r3332s1p18094	290	0	0	0	0	0	0	0	0	0	0
r3333s1p11356	289	0	0	0	0	0	0	0	0	0	0
r3334s1p20613	209	0	0	0	0	0	0	0	0	0	0
r3335s1p1932	290	1	0	0	1	0	0	0	0	0	0
r3336s1p14499	289	0	0	0	0	0	0	0	0	0	0
r3337s1p28226	290	1	0	0	0	0	0	0	0	0	1
r3338s1p30288	286	0	0	0	0	0	0	0	0	0	0
r3339s1p30847	289	0	0	0	0	0	0	0	0	0	0
r3340s1p15220	289	0	0	0	0	0	0	0	0	0	0
r3341s1p726	290	0	0	0	0	0	0	0	0	0	0
r3342s1p1806	289	1	0	0	1	0	0	0	0	0	0
r3343s1p10558	291	0	0	0	0	0	0	0	0	0	0
r3345s1p13000	219	0	0	0	0	0	0	0	0	0	0
r3346s1p7814	291	0	0	0	0	0	0	0	0	0	0
r3347s1p3577	290	0	0	0	0	0	0	0	0	0	0
r3348s1p18944	290	0	0	0	0	0	0	0	0	0	0
r3349s1p451	85	0	0	0	0	0	0	0	0	0	0
r3350s1p28659	290	0	0	0	0	0	0	0	0	0	0
r3351s1p22933	289	0	0	0	0	0	0	0	0	0	0
r3353s1p5270	291	0	0	0	0	0	0	0	0	0	0
r3354s1p1601	290	0	0	0	0	0	0	0	0	0	0
r3355s1p13451	290	0	0	0	0	0	0	0	0	0	0
r3356s1p7898	290	0	0	0	0	0	0	0	0	0	0
r3357s1p20023	289	0	0	0	0	0	0	0	0	0	0
r3358s1p8680	289	0	0	0	0	0	0	0	0	0	0
r3359s1p15515	289	0	0	0	0	0	0	0	0	0	0
r3360s1p9939	290	0	0	0	0	0	0	0	0	0	0
r3361s1p15836	267	0	0	0	0	0	0	0	0	0	0
r3362s1p16501	292	0	0	0	0	0	0	0	0	0	0
r3363s1p22706	290	0	0	0	0	0	0	0	0	0	0
r3364s1p25082	290	0	0	0	0	0	0	0	0	0	0
r3365s1p11531	289	0	0	0	0	0	0	0	0	0	0
r3366s1p7515	290	0	0	0	0	0	0	0	0	0	0
r3367s1p6599	287	0	0	0	0	0	0	0	0	0	0
r3368s1p26517	212	0	0	0	0	0	0	0	0	0	0
r3369s1p5453	289	0	0	0	0	0	0	0	0	0	0
r3370s1p694	290	0	0	0	0	0	0	0	0	0	0
r3371s1p6628	288	0	0	0	0	0	0	0	0	0	0
r3372s1p4365	289	0	0	0	0	0	0	0	0	0	0
r3373s1p21598	291	0	0	0	0	0	0	0	0	0	0
r3374s1p31388	80	0	0	0	0	0	0	0	0	0	0
r3375s1p25545	285	0	0	0	0	0	0	0	0	0	0
r3376s1p17255	290	0	0	0	0	0	0	0	0	0	0
r3377s1p8222	291	0	0	0	0	0	0	0	0	0	0
r3378s1p23645	145	1	0	1	1	1	1	1	1	1	1
r3379s1p18805	289	0	0	0	0	0	0	0	0	0	0
r3380s1p25559	290	0	0	0	0	0	0	0	0	0	0
r3381s1p24429	291	0	0	0	0	0	0	0	0	0	0
r3382s1p8067	290	0	0	0	0	0	0	0	0	0	0
r3383s1p9138	186	0	0	0	0	0	0	0	0	0	0
r3384s1p18313	290	0	0	0	0	0	0	0	0	0	0
r3385s1p23035	290	0	0	0	0	0	0	0	0	0	0
