qName	blockSizes	Canada/Qc-L00240866/2020	England/LOND-124C7A4/2020	England/NORT-28118A/2020	England/OXON-B010C/2020	Hangzhou/HZCDC6706/2020	India/CCMB_NIV5/2020	NC_045512v2	NorthernIreland/NIRE-FC0CB/2020	Spain/Teruel2427/2020	USA/AZ-ASU2943/2020	USA/CruiseA-26/2020	USA/DC-CDC-9096/2020	USA/FL-CDC-6318/2020	USA/MD-HP00016/2020	USA/MD-HP00032/2020
r8101s1p2229	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8102s1p18405	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8103s1p30794	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8104s1p18376	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8105s1p12143	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8106s1p3807	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8107s1p10954	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8108s1p17866	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8109s1p19970	290	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
r8110s1p26775	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8111s1p7339	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8112s1p10168	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8113s1p29475	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8114s1p12620	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8116s1p2239	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8117s1p6914	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8118s1p13466	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8119s1p7804	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8120s1p18325	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8121s1p17455	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8122s1p11279	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8123s1p7656	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8124s1p25045	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8125s1p8285	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8126s1p25741	171	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r8127s1p27654	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8128s1p31172	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8129s1p30338	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8130s1p13104	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8131s1p20405	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8132s1p3564	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8133s1p9243	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8134s1p23335	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8135s1p7944	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8136s1p6128	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8137s1p24447	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8138s1p4136	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8139s1p5506	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8140s1p26172	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8142s1p16043	177	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8143s1p29840	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8144s1p25412	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8145s1p23039	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8146s1p19980	290	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
r8147s1p6103	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8148s1p24490	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8149s1p13629	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8150s1p13889	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8151s1p5252	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8152s1p10014	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8153s1p30664	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8155s1p3581	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8156s1p29617	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8157s1p31443	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8158s1p8307	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8159s1p9215	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8160s1p26951	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8161s1p664	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8162s1p20138	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8163s1p23334	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8164s1p6211	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8165s1p6904	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8166s1p13002	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8168s1p12447	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8169s1p22993	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8171s1p26754	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8172s1p19976	290	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
r8173s1p9790	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8174s1p10557	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8175s1p19927	290	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
r8176s1p18411	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8177s1p3049	181	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r8178s1p31408	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8179s1p27195	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8180s1p20648	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8181s1p3181	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8182s1p1938	290	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
r8183s1p31092	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8184s1p1484	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8185s1p15945	176	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8186s1p4734	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8187s1p14027	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8188s1p19407	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8189s1p21599	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8190s1p29128	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8191s1p530	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8192s1p9318	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8193s1p4940	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8194s1p20809	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8195s1p26199	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8196s1p11935	284	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1
r8197s1p6160	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8198s1p24482	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8199s1p4180	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8200s1p9663	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8201s1p22292	292	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r8203s1p10236	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8204s1p15240	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8205s1p24744	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8206s1p12467	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8207s1p13534	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8208s1p11329	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8209s1p27485	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8210s1p18233	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8211s1p16871	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8213s1p27271	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8214s1p15994	177	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8215s1p4831	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8216s1p29026	287	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
r8217s1p24181	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8218s1p12549	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8219s1p3071	180	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r8220s1p8107	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8221s1p25676	234	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r8222s1p17044	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8223s1p2260	292	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8224s1p28021	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8225s1p20305	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8226s1p16489	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8227s1p15910	196	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8228s1p8218	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8229s1p14505	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8230s1p17149	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8231s1p24608	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8232s1p10411	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8233s1p4090	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8234s1p5442	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8236s1p17219	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8237s1p15272	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8238s1p6200	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8240s1p3039	180	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r8242s1p9993	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8243s1p22223	291	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r8244s1p1217	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8245s1p3899	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8246s1p2293	292	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8247s1p13249	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8248s1p24437	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8249s1p10556	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8250s1p12126	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8251s1p4398	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8252s1p18027	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8253s1p1253	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8254s1p30439	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8255s1p26378	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8256s1p3966	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8257s1p9272	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8258s1p30141	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8259s1p18170	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8260s1p10480	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8261s1p26578	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8263s1p17260	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8264s1p21818	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8265s1p23716	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8266s1p30725	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8267s1p11097	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8268s1p2189	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8269s1p12677	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8270s1p10331	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8271s1p22994	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8272s1p15720	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8273s1p15927	179	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8274s1p31001	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8275s1p4678	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8276s1p28917	289	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
r8277s1p15326	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8278s1p22711	290	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r8279s1p27964	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8280s1p21246	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8281s1p23501	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8282s1p9771	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8285s1p17809	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8286s1p9951	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8287s1p21969	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8288s1p23121	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8289s1p5273	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8290s1p24462	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8291s1p14862	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8292s1p15760	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8293s1p7305	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8294s1p29824	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8295s1p8011	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8296s1p5675	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8297s1p5717	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8298s1p26322	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8299s1p6088	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8300s1p29578	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8301s1p28555	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8302s1p29265	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8303s1p8657	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8304s1p7135	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8305s1p19065	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8306s1p10396	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8307s1p22253	292	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r8308s1p19123	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8309s1p1518	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8310s1p19120	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8311s1p25904	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8312s1p6908	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8313s1p7359	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8314s1p25875	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8315s1p31452	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8316s1p27877	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8317s1p22881	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8318s1p27617	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8319s1p26714	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8320s1p15855	249	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8321s1p21590	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8322s1p6824	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8323s1p10250	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8324s1p30844	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8325s1p30094	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8326s1p21622	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8327s1p15162	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8328s1p17346	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8329s1p586	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8330s1p29470	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8331s1p21394	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8332s1p20142	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8333s1p1820	289	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
r8334s1p17649	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8335s1p29717	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8336s1p12341	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8337s1p17427	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8338s1p25030	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8339s1p31308	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8340s1p30130	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8341s1p31353	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8342s1p1885	289	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
r8343s1p8629	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8344s1p5932	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8345s1p12395	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8346s1p25090	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8347s1p8742	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8348s1p15406	289	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r8349s1p18203	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8350s1p30622	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8351s1p7326	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8352s1p4336	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8354s1p23274	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8355s1p29703	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8356s1p16103	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8357s1p9393	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8358s1p23415	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8359s1p4973	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8360s1p1053	289	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1
r8361s1p18347	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8362s1p13414	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8363s1p3852	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8364s1p17510	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8365s1p27504	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8367s1p9735	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8368s1p5537	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8369s1p9310	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8370s1p8176	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8371s1p29312	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8372s1p24001	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8373s1p15601	290	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r8374s1p3808	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8375s1p17367	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8376s1p19776	290	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
r8377s1p4627	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8378s1p13322	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8379s1p2475	292	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2
r8380s1p2136	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8381s1p14031	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8382s1p1513	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8383s1p814	289	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1
r8384s1p4432	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8385s1p15040	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8386s1p2519	293	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2
r8387s1p19227	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8388s1p24881	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8389s1p8837	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8390s1p2077	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8391s1p20612	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8392s1p596	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8393s1p2158	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8395s1p19335	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8396s1p3128	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8398s1p30615	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8399s1p13410	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8400s1p10270	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8401s1p22405	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8402s1p1902	289	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
r8403s1p24076	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8404s1p9177	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8405s1p7712	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8406s1p7963	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8407s1p17471	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8408s1p17380	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8409s1p21494	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8410s1p7201	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8411s1p2139	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8412s1p12363	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8413s1p18815	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8414s1p28670	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8415s1p20167	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8416s1p2604	292	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8417s1p23835	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8418s1p17052	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8419s1p22513	290	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r8420s1p9449	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8421s1p4960	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8422s1p9826	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8423s1p7592	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8424s1p13978	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8425s1p4728	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8426s1p15973	177	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r8427s1p22889	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8428s1p26960	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8429s1p10921	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8430s1p6559	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8431s1p12570	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8432s1p20860	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8433s1p14538	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8434s1p21890	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8435s1p12603	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8436s1p30363	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8437s1p9199	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8438s1p9006	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8439s1p7043	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8440s1p25540	280	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r8441s1p24392	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8442s1p22101	290	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r8443s1p30536	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8444s1p11267	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8445s1p2929	280	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r8446s1p7766	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8447s1p30060	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8448s1p20803	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8449s1p12943	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8450s1p24136	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8451s1p20513	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r8452s1p21932	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
